date,store_id,item_id,units_sold,day_of_week,is_weekend,is_holiday,is_promo,base_price,year,month,day,week_of_year,category_Cardiac,category_Diabetes,category_Painkiller,category_Vitamin
2023-01-02,1,1018,25,0,0,0,1,219.56,2023,1,2,1,True,False,False,False
2023-01-02,1,1019,29,0,0,0,1,496.96,2023,1,2,1,False,False,False,False
2023-01-02,1,1020,24,0,0,0,1,136.39,2023,1,2,1,False,False,False,False
2023-01-02,2,1001,29,0,0,0,1,201.69,2023,1,2,1,False,False,False,True
2023-01-02,2,1002,24,0,0,0,1,439.64,2023,1,2,1,False,False,False,False
2023-01-02,2,1003,20,0,0,0,1,123.24,2023,1,2,1,False,True,False,False
2023-01-02,2,1004,26,0,0,0,1,415.64,2023,1,2,1,False,False,False,True
2023-01-02,2,1005,27,0,0,0,1,260.46,2023,1,2,1,False,True,False,False
2023-01-02,2,1006,26,0,0,0,1,402.43,2023,1,2,1,False,True,False,False
2023-01-02,2,1007,24,0,0,0,1,359.62,2023,1,2,1,False,False,True,False
2023-01-02,2,1008,23,0,0,0,1,379.45,2023,1,2,1,False,True,False,False
2023-01-02,2,1009,16,0,0,0,1,101.23,2023,1,2,1,False,False,True,False
2023-01-02,2,1010,25,0,0,0,1,188.95,2023,1,2,1,False,False,True,False
2023-01-02,2,1011,25,0,0,0,1,152.22,2023,1,2,1,False,False,True,False
2023-01-02,2,1012,21,0,0,0,1,106.66,2023,1,2,1,True,False,False,False
2023-01-02,2,1013,24,0,0,0,1,337.66,2023,1,2,1,False,True,False,False
2023-01-02,2,1014,27,0,0,0,1,362.81,2023,1,2,1,False,False,False,True
2023-01-02,2,1015,23,0,0,0,1,113.67,2023,1,2,1,False,True,False,False
2023-01-02,2,1016,25,0,0,0,1,395.83,2023,1,2,1,False,False,False,False
2023-01-02,2,1017,27,0,0,0,1,179.07,2023,1,2,1,False,True,False,False
2023-01-02,2,1018,18,0,0,0,1,219.56,2023,1,2,1,True,False,False,False
2023-01-02,2,1019,33,0,0,0,1,496.96,2023,1,2,1,False,False,False,False
2023-01-02,2,1020,24,0,0,0,1,136.39,2023,1,2,1,False,False,False,False
2023-01-02,3,1001,24,0,0,0,1,201.69,2023,1,2,1,False,False,False,True
2023-01-02,3,1002,33,0,0,0,1,439.64,2023,1,2,1,False,False,False,False
2023-01-02,3,1003,21,0,0,0,1,123.24,2023,1,2,1,False,True,False,False
2023-01-02,3,1004,19,0,0,0,1,415.64,2023,1,2,1,False,False,False,True
2023-01-02,3,1005,19,0,0,0,1,260.46,2023,1,2,1,False,True,False,False
2023-01-02,3,1006,18,0,0,0,1,402.43,2023,1,2,1,False,True,False,False
2023-01-02,3,1007,30,0,0,0,1,359.62,2023,1,2,1,False,False,True,False
2023-01-02,3,1008,29,0,0,0,1,379.45,2023,1,2,1,False,True,False,False
2023-01-02,3,1009,26,0,0,0,1,101.23,2023,1,2,1,False,False,True,False
2023-01-02,3,1010,22,0,0,0,1,188.95,2023,1,2,1,False,False,True,False
2023-01-02,3,1011,23,0,0,0,1,152.22,2023,1,2,1,False,False,True,False
2023-01-02,3,1012,23,0,0,0,1,106.66,2023,1,2,1,True,False,False,False
2023-01-02,3,1013,30,0,0,0,1,337.66,2023,1,2,1,False,True,False,False
2023-01-02,3,1014,28,0,0,0,1,362.81,2023,1,2,1,False,False,False,True
2023-01-02,3,1015,25,0,0,0,1,113.67,2023,1,2,1,False,True,False,False
2023-01-02,3,1016,23,0,0,0,1,395.83,2023,1,2,1,False,False,False,False
2023-01-02,3,1017,24,0,0,0,1,179.07,2023,1,2,1,False,True,False,False
2023-01-02,3,1018,31,0,0,0,1,219.56,2023,1,2,1,True,False,False,False
2023-01-02,3,1019,23,0,0,0,1,496.96,2023,1,2,1,False,False,False,False
2023-01-02,3,1020,34,0,0,0,1,136.39,2023,1,2,1,False,False,False,False
2023-01-02,4,1001,26,0,0,0,1,201.69,2023,1,2,1,False,False,False,True
2023-01-02,4,1002,22,0,0,0,1,439.64,2023,1,2,1,False,False,False,False
2023-01-02,4,1003,27,0,0,0,1,123.24,2023,1,2,1,False,True,False,False
2023-01-02,4,1004,19,0,0,0,1,415.64,2023,1,2,1,False,False,False,True
2023-01-02,4,1005,17,0,0,0,1,260.46,2023,1,2,1,False,True,False,False
2023-01-02,4,1006,24,0,0,0,1,402.43,2023,1,2,1,False,True,False,False
2023-01-02,4,1007,23,0,0,0,1,359.62,2023,1,2,1,False,False,True,False
2023-01-02,4,1008,20,0,0,0,1,379.45,2023,1,2,1,False,True,False,False
2023-01-02,4,1009,26,0,0,0,1,101.23,2023,1,2,1,False,False,True,False
2023-01-02,4,1010,27,0,0,0,1,188.95,2023,1,2,1,False,False,True,False
2023-01-02,4,1011,23,0,0,0,1,152.22,2023,1,2,1,False,False,True,False
2023-01-02,4,1012,23,0,0,0,1,106.66,2023,1,2,1,True,False,False,False
2023-01-02,4,1013,28,0,0,0,1,337.66,2023,1,2,1,False,True,False,False
2023-01-02,4,1014,24,0,0,0,1,362.81,2023,1,2,1,False,False,False,True
2023-01-02,4,1015,19,0,0,0,1,113.67,2023,1,2,1,False,True,False,False
2023-01-02,4,1016,17,0,0,0,1,395.83,2023,1,2,1,False,False,False,False
2023-01-02,4,1017,19,0,0,0,1,179.07,2023,1,2,1,False,True,False,False
2023-01-02,4,1018,28,0,0,0,1,219.56,2023,1,2,1,True,False,False,False
2023-01-02,4,1019,35,0,0,0,1,496.96,2023,1,2,1,False,False,False,False
2023-01-02,4,1020,18,0,0,0,1,136.39,2023,1,2,1,False,False,False,False
2023-01-02,5,1001,26,0,0,0,1,201.69,2023,1,2,1,False,False,False,True
2023-01-02,5,1002,24,0,0,0,1,439.64,2023,1,2,1,False,False,False,False
2023-01-02,5,1003,16,0,0,0,1,123.24,2023,1,2,1,False,True,False,False
2023-01-02,5,1004,24,0,0,0,1,415.64,2023,1,2,1,False,False,False,True
2023-01-02,5,1005,22,0,0,0,1,260.46,2023,1,2,1,False,True,False,False
2023-01-02,5,1006,25,0,0,0,1,402.43,2023,1,2,1,False,True,False,False
2023-01-02,5,1007,26,0,0,0,1,359.62,2023,1,2,1,False,False,True,False
2023-01-02,5,1008,27,0,0,0,1,379.45,2023,1,2,1,False,True,False,False
2023-01-02,5,1009,23,0,0,0,1,101.23,2023,1,2,1,False,False,True,False
2023-01-02,5,1010,27,0,0,0,1,188.95,2023,1,2,1,False,False,True,False
2023-01-02,5,1011,31,0,0,0,1,152.22,2023,1,2,1,False,False,True,False
2023-01-02,5,1012,33,0,0,0,1,106.66,2023,1,2,1,True,False,False,False
2023-01-02,5,1013,26,0,0,0,1,337.66,2023,1,2,1,False,True,False,False
2023-01-02,5,1014,32,0,0,0,1,362.81,2023,1,2,1,False,False,False,True
2023-01-02,5,1015,16,0,0,0,1,113.67,2023,1,2,1,False,True,False,False
2023-01-02,5,1016,23,0,0,0,1,395.83,2023,1,2,1,False,False,False,False
2023-01-02,5,1017,26,0,0,0,1,179.07,2023,1,2,1,False,True,False,False
2023-01-02,5,1018,29,0,0,0,1,219.56,2023,1,2,1,True,False,False,False
2023-01-02,5,1019,24,0,0,0,1,496.96,2023,1,2,1,False,False,False,False
2023-01-02,5,1020,30,0,0,0,1,136.39,2023,1,2,1,False,False,False,False
2023-01-03,1,1001,24,1,0,0,0,201.69,2023,1,3,1,False,False,False,True
2023-01-03,1,1002,34,1,0,0,0,439.64,2023,1,3,1,False,False,False,False
2023-01-03,1,1003,22,1,0,0,0,123.24,2023,1,3,1,False,True,False,False
2023-01-03,1,1004,26,1,0,0,0,415.64,2023,1,3,1,False,False,False,True
2023-01-03,1,1005,19,1,0,0,0,260.46,2023,1,3,1,False,True,False,False
2023-01-03,1,1006,25,1,0,0,0,402.43,2023,1,3,1,False,True,False,False
2023-01-03,1,1007,25,1,0,0,0,359.62,2023,1,3,1,False,False,True,False
2023-01-03,1,1008,26,1,0,0,0,379.45,2023,1,3,1,False,True,False,False
2023-01-03,1,1009,30,1,0,0,0,101.23,2023,1,3,1,False,False,True,False
2023-01-03,1,1010,20,1,0,0,0,188.95,2023,1,3,1,False,False,True,False
2023-01-03,1,1011,28,1,0,0,0,152.22,2023,1,3,1,False,False,True,False
2023-01-03,1,1012,27,1,0,0,0,106.66,2023,1,3,1,True,False,False,False
2023-01-03,1,1013,20,1,0,0,0,337.66,2023,1,3,1,False,True,False,False
2023-01-03,1,1014,23,1,0,0,0,362.81,2023,1,3,1,False,False,False,True
2023-01-03,1,1015,24,1,0,0,0,113.67,2023,1,3,1,False,True,False,False
2023-01-03,1,1016,31,1,0,0,0,395.83,2023,1,3,1,False,False,False,False
2023-01-03,1,1017,25,1,0,0,0,179.07,2023,1,3,1,False,True,False,False
2023-01-03,1,1018,24,1,0,0,0,219.56,2023,1,3,1,True,False,False,False
2023-01-03,1,1019,25,1,0,0,0,496.96,2023,1,3,1,False,False,False,False
2023-01-03,1,1020,25,1,0,0,0,136.39,2023,1,3,1,False,False,False,False
2023-01-03,2,1001,27,1,0,0,0,201.69,2023,1,3,1,False,False,False,True
2023-01-03,2,1002,18,1,0,0,0,439.64,2023,1,3,1,False,False,False,False
2023-01-03,2,1003,20,1,0,0,0,123.24,2023,1,3,1,False,True,False,False
2023-01-03,2,1004,20,1,0,0,0,415.64,2023,1,3,1,False,False,False,True
2023-01-03,2,1005,21,1,0,0,0,260.46,2023,1,3,1,False,True,False,False
2023-01-03,2,1006,31,1,0,0,0,402.43,2023,1,3,1,False,True,False,False
2023-01-03,2,1007,27,1,0,0,0,359.62,2023,1,3,1,False,False,True,False
2023-01-03,2,1008,21,1,0,0,0,379.45,2023,1,3,1,False,True,False,False
2023-01-03,2,1009,21,1,0,0,0,101.23,2023,1,3,1,False,False,True,False
2023-01-03,2,1010,21,1,0,0,0,188.95,2023,1,3,1,False,False,True,False
2023-01-03,2,1011,20,1,0,0,0,152.22,2023,1,3,1,False,False,True,False
2023-01-03,2,1012,21,1,0,0,0,106.66,2023,1,3,1,True,False,False,False
2023-01-03,2,1013,25,1,0,0,0,337.66,2023,1,3,1,False,True,False,False
2023-01-03,2,1014,26,1,0,0,0,362.81,2023,1,3,1,False,False,False,True
2023-01-03,2,1015,17,1,0,0,0,113.67,2023,1,3,1,False,True,False,False
2023-01-03,2,1016,21,1,0,0,0,395.83,2023,1,3,1,False,False,False,False
2023-01-03,2,1017,23,1,0,0,0,179.07,2023,1,3,1,False,True,False,False
2023-01-03,2,1018,26,1,0,0,0,219.56,2023,1,3,1,True,False,False,False
2023-01-03,2,1019,24,1,0,0,0,496.96,2023,1,3,1,False,False,False,False
2023-01-03,2,1020,25,1,0,0,0,136.39,2023,1,3,1,False,False,False,False
2023-01-03,3,1001,19,1,0,0,0,201.69,2023,1,3,1,False,False,False,True
2023-01-03,3,1002,25,1,0,0,0,439.64,2023,1,3,1,False,False,False,False
2023-01-03,3,1003,22,1,0,0,0,123.24,2023,1,3,1,False,True,False,False
2023-01-03,3,1004,21,1,0,0,0,415.64,2023,1,3,1,False,False,False,True
2023-01-03,3,1005,20,1,0,0,0,260.46,2023,1,3,1,False,True,False,False
2023-01-03,3,1006,26,1,0,0,0,402.43,2023,1,3,1,False,True,False,False
2023-01-03,3,1007,29,1,0,0,0,359.62,2023,1,3,1,False,False,True,False
2023-01-03,3,1008,19,1,0,0,0,379.45,2023,1,3,1,False,True,False,False
2023-01-03,3,1009,26,1,0,0,0,101.23,2023,1,3,1,False,False,True,False
2023-01-03,3,1010,24,1,0,0,0,188.95,2023,1,3,1,False,False,True,False
2023-01-03,3,1011,22,1,0,0,0,152.22,2023,1,3,1,False,False,True,False
2023-01-03,3,1012,27,1,0,0,0,106.66,2023,1,3,1,True,False,False,False
2023-01-03,3,1013,26,1,0,0,0,337.66,2023,1,3,1,False,True,False,False
2023-01-03,3,1014,19,1,0,0,0,362.81,2023,1,3,1,False,False,False,True
2023-01-03,3,1015,22,1,0,0,0,113.67,2023,1,3,1,False,True,False,False
2023-01-03,3,1016,21,1,0,0,0,395.83,2023,1,3,1,False,False,False,False
2023-01-03,3,1017,21,1,0,0,0,179.07,2023,1,3,1,False,True,False,False
2023-01-03,3,1018,18,1,0,0,0,219.56,2023,1,3,1,True,False,False,False
2023-01-03,3,1019,19,1,0,0,0,496.96,2023,1,3,1,False,False,False,False
2023-01-03,3,1020,29,1,0,0,0,136.39,2023,1,3,1,False,False,False,False
2023-01-03,4,1001,21,1,0,0,0,201.69,2023,1,3,1,False,False,False,True
2023-01-03,4,1002,32,1,0,0,0,439.64,2023,1,3,1,False,False,False,False
2023-01-03,4,1003,26,1,0,0,0,123.24,2023,1,3,1,False,True,False,False
2023-01-03,4,1004,28,1,0,0,0,415.64,2023,1,3,1,False,False,False,True
2023-01-03,4,1005,23,1,0,0,0,260.46,2023,1,3,1,False,True,False,False
2023-01-03,4,1006,25,1,0,0,0,402.43,2023,1,3,1,False,True,False,False
2023-01-03,4,1007,19,1,0,0,0,359.62,2023,1,3,1,False,False,True,False
2023-01-03,4,1008,22,1,0,0,0,379.45,2023,1,3,1,False,True,False,False
2023-01-03,4,1009,20,1,0,0,0,101.23,2023,1,3,1,False,False,True,False
2023-01-03,4,1010,25,1,0,0,0,188.95,2023,1,3,1,False,False,True,False
2023-01-03,4,1011,23,1,0,0,0,152.22,2023,1,3,1,False,False,True,False
2023-01-03,4,1012,23,1,0,0,0,106.66,2023,1,3,1,True,False,False,False
2023-01-03,4,1013,22,1,0,0,0,337.66,2023,1,3,1,False,True,False,False
2023-01-03,4,1014,28,1,0,0,0,362.81,2023,1,3,1,False,False,False,True
2023-01-03,4,1015,25,1,0,0,0,113.67,2023,1,3,1,False,True,False,False
2023-01-03,4,1016,23,1,0,0,0,395.83,2023,1,3,1,False,False,False,False
2023-01-03,4,1017,20,1,0,0,0,179.07,2023,1,3,1,False,True,False,False
2023-01-03,4,1018,33,1,0,0,0,219.56,2023,1,3,1,True,False,False,False
2023-01-03,4,1019,18,1,0,0,0,496.96,2023,1,3,1,False,False,False,False
2023-01-03,4,1020,26,1,0,0,0,136.39,2023,1,3,1,False,False,False,False
2023-01-03,5,1001,20,1,0,0,0,201.69,2023,1,3,1,False,False,False,True
2023-01-03,5,1002,21,1,0,0,0,439.64,2023,1,3,1,False,False,False,False
2023-01-03,5,1003,27,1,0,0,0,123.24,2023,1,3,1,False,True,False,False
2023-01-03,5,1004,23,1,0,0,0,415.64,2023,1,3,1,False,False,False,True
2023-01-03,5,1005,24,1,0,0,0,260.46,2023,1,3,1,False,True,False,False
2023-01-03,5,1006,24,1,0,0,0,402.43,2023,1,3,1,False,True,False,False
2023-01-03,5,1007,24,1,0,0,0,359.62,2023,1,3,1,False,False,True,False
2023-01-03,5,1008,28,1,0,0,0,379.45,2023,1,3,1,False,True,False,False
2023-01-03,5,1009,22,1,0,0,0,101.23,2023,1,3,1,False,False,True,False
2023-01-03,5,1010,24,1,0,0,0,188.95,2023,1,3,1,False,False,True,False
2023-01-03,5,1011,31,1,0,0,0,152.22,2023,1,3,1,False,False,True,False
2023-01-03,5,1012,26,1,0,0,0,106.66,2023,1,3,1,True,False,False,False
2023-01-03,5,1013,20,1,0,0,0,337.66,2023,1,3,1,False,True,False,False
2023-01-03,5,1014,26,1,0,0,0,362.81,2023,1,3,1,False,False,False,True
2023-01-03,5,1015,20,1,0,0,0,113.67,2023,1,3,1,False,True,False,False
2023-01-03,5,1016,22,1,0,0,0,395.83,2023,1,3,1,False,False,False,False
2023-01-03,5,1017,23,1,0,0,0,179.07,2023,1,3,1,False,True,False,False
2023-01-03,5,1018,20,1,0,0,0,219.56,2023,1,3,1,True,False,False,False
2023-01-03,5,1019,29,1,0,0,0,496.96,2023,1,3,1,False,False,False,False
2023-01-03,5,1020,22,1,0,0,0,136.39,2023,1,3,1,False,False,False,False
2023-01-04,1,1001,28,2,0,0,0,201.69,2023,1,4,1,False,False,False,True
2023-01-04,1,1002,27,2,0,0,0,439.64,2023,1,4,1,False,False,False,False
2023-01-04,1,1003,22,2,0,0,0,123.24,2023,1,4,1,False,True,False,False
2023-01-04,1,1004,26,2,0,0,0,415.64,2023,1,4,1,False,False,False,True
2023-01-04,1,1005,20,2,0,0,0,260.46,2023,1,4,1,False,True,False,False
2023-01-04,1,1006,25,2,0,0,0,402.43,2023,1,4,1,False,True,False,False
2023-01-04,1,1007,32,2,0,0,0,359.62,2023,1,4,1,False,False,True,False
2023-01-04,1,1008,27,2,0,0,0,379.45,2023,1,4,1,False,True,False,False
2023-01-04,1,1009,26,2,0,0,0,101.23,2023,1,4,1,False,False,True,False
2023-01-04,1,1010,24,2,0,0,0,188.95,2023,1,4,1,False,False,True,False
2023-01-04,1,1011,32,2,0,0,0,152.22,2023,1,4,1,False,False,True,False
2023-01-04,1,1012,24,2,0,0,0,106.66,2023,1,4,1,True,False,False,False
2023-01-04,1,1013,30,2,0,0,0,337.66,2023,1,4,1,False,True,False,False
2023-01-04,1,1014,26,2,0,0,0,362.81,2023,1,4,1,False,False,False,True
2023-01-04,1,1015,17,2,0,0,0,113.67,2023,1,4,1,False,True,False,False
2023-01-04,1,1016,29,2,0,0,0,395.83,2023,1,4,1,False,False,False,False
2023-01-04,1,1017,23,2,0,0,0,179.07,2023,1,4,1,False,True,False,False
2023-01-04,1,1018,25,2,0,0,0,219.56,2023,1,4,1,True,False,False,False
2023-01-04,1,1019,23,2,0,0,0,496.96,2023,1,4,1,False,False,False,False
2023-01-04,1,1020,28,2,0,0,0,136.39,2023,1,4,1,False,False,False,False
2023-01-04,2,1001,21,2,0,0,0,201.69,2023,1,4,1,False,False,False,True
