date,store_id,item_id,units_sold
2023-01-02,2,1010,25
2023-01-02,2,1011,25
2023-01-02,2,1012,21
2023-01-02,2,1013,24
2023-01-02,2,1014,27
2023-01-02,2,1015,23
2023-01-02,2,1016,25
2023-01-02,2,1017,27
2023-01-02,2,1018,18
2023-01-02,2,1019,33
2023-01-02,2,1020,24
2023-01-02,3,1001,24
2023-01-02,3,1002,33
2023-01-02,3,1003,21
2023-01-02,3,1004,19
2023-01-02,3,1005,19
2023-01-02,3,1006,18
2023-01-02,3,1007,30
2023-01-02,3,1008,29
2023-01-02,3,1009,26
2023-01-02,3,1010,22
2023-01-02,3,1011,23
2023-01-02,3,1012,23
2023-01-02,3,1013,30
2023-01-02,3,1014,28
2023-01-02,3,1015,25
2023-01-02,3,1016,23
2023-01-02,3,1017,24
2023-01-02,3,1018,31
2023-01-02,3,1019,23
2023-01-02,3,1020,34
2023-01-02,4,1001,26
2023-01-02,4,1002,22
2023-01-02,4,1003,27
2023-01-02,4,1004,19
2023-01-02,4,1005,17
2023-01-02,4,1006,24
2023-01-02,4,1007,23
2023-01-02,4,1008,20
2023-01-02,4,1009,26
2023-01-02,4,1010,27
2023-01-02,4,1011,23
2023-01-02,4,1012,23
2023-01-02,4,1013,28
2023-01-02,4,1014,24
2023-01-02,4,1015,19
2023-01-02,4,1016,17
2023-01-02,4,1017,19
2023-01-02,4,1018,28
2023-01-02,4,1019,35
2023-01-02,4,1020,18
2023-01-02,5,1001,26
2023-01-02,5,1002,24
2023-01-02,5,1003,16
2023-01-02,5,1004,24
2023-01-02,5,1005,22
2023-01-02,5,1006,25
2023-01-02,5,1007,26
2023-01-02,5,1008,27
2023-01-02,5,1009,23
2023-01-02,5,1010,27
2023-01-02,5,1011,31
2023-01-02,5,1012,33
2023-01-02,5,1013,26
2023-01-02,5,1014,32
2023-01-02,5,1015,16
2023-01-02,5,1016,23
2023-01-02,5,1017,26
2023-01-02,5,1018,29
2023-01-02,5,1019,24
2023-01-02,5,1020,30
2023-01-03,1,1001,24
2023-01-03,1,1002,34
2023-01-03,1,1003,22
2023-01-03,1,1004,26
2023-01-03,1,1005,19
2023-01-03,1,1006,25
2023-01-03,1,1007,25
2023-01-03,1,1008,26
2023-01-03,1,1009,30
2023-01-03,1,1010,20
2023-01-03,1,1011,28
2023-01-03,1,1012,27
2023-01-03,1,1013,20
2023-01-03,1,1014,23
2023-01-03,1,1015,24
2023-01-03,1,1016,31
2023-01-03,1,1017,25
2023-01-03,1,1018,24
2023-01-03,1,1019,25
2023-01-03,1,1020,25
2023-01-03,2,1001,27
2023-01-03,2,1002,18
2023-01-03,2,1003,20
2023-01-03,2,1004,20
2023-01-03,2,1005,21
2023-01-03,2,1006,31
2023-01-03,2,1007,27
2023-01-03,2,1008,21
2023-01-03,2,1009,21
2023-01-03,2,1010,21
2023-01-03,2,1011,20
2023-01-03,2,1012,21
2023-01-03,2,1013,25
2023-01-03,2,1014,26
2023-01-03,2,1015,17
2023-01-03,2,1016,21
2023-01-03,2,1017,23
2023-01-03,2,1018,26
2023-01-03,2,1019,24
2023-01-03,2,1020,25
2023-01-03,3,1001,19
2023-01-03,3,1002,25
2023-01-03,3,1003,22
2023-01-03,3,1004,21
2023-01-03,3,1005,20
2023-01-03,3,1006,26
2023-01-03,3,1007,29
2023-01-03,3,1008,19
2023-01-03,3,1009,26
2023-01-03,3,1010,24
2023-01-03,3,1011,22
2023-01-03,3,1012,27
2023-01-03,3,1013,26
2023-01-03,3,1014,19
2023-01-03,3,1015,22
2023-01-03,3,1016,21
2023-01-03,3,1017,21
2023-01-03,3,1018,18
2023-01-03,3,1019,19
2023-01-03,3,1020,29
2023-01-03,4,1001,21
2023-01-03,4,1002,32
2023-01-03,4,1003,26
2023-01-03,4,1004,28
2023-01-03,4,1005,23
2023-01-03,4,1006,25
2023-01-03,4,1007,19
2023-01-03,4,1008,22
2023-01-03,4,1009,20
2023-01-03,4,1010,25
2023-01-03,4,1011,23
2023-01-03,4,1012,23
2023-01-03,4,1013,22
2023-01-03,4,1014,28
2023-01-03,4,1015,25
2023-01-03,4,1016,23
2023-01-03,4,1017,20
2023-01-03,4,1018,33
2023-01-03,4,1019,18
2023-01-03,4,1020,26
2023-01-03,5,1001,20
2023-01-03,5,1002,21
2023-01-03,5,1003,27
2023-01-03,5,1004,23
2023-01-03,5,1005,24
2023-01-03,5,1006,24
2023-01-03,5,1007,24
2023-01-03,5,1008,28
2023-01-03,5,1009,22
2023-01-03,5,1010,24
2023-01-03,5,1011,31
2023-01-03,5,1012,26
2023-01-03,5,1013,20
2023-01-03,5,1014,26
2023-01-03,5,1015,20
2023-01-03,5,1016,22
2023-01-03,5,1017,23
2023-01-03,5,1018,20
2023-01-03,5,1019,29
2023-01-03,5,1020,22
2023-01-04,1,1001,28
2023-01-04,1,1002,27
2023-01-04,1,1003,22
2023-01-04,1,1004,26
2023-01-04,1,1005,20
2023-01-04,1,1006,25
2023-01-04,1,1007,32
2023-01-04,1,1008,27
2023-01-04,1,1009,26
2023-01-04,1,1010,24
2023-01-04,1,1011,32
2023-01-04,1,1012,24
2023-01-04,1,1013,30
2023-01-04,1,1014,26
2023-01-04,1,1015,17
2023-01-04,1,1016,29
2023-01-04,1,1017,23
2023-01-04,1,1018,25
2023-01-04,1,1019,23
2023-01-04,1,1020,28
2023-01-04,2,1001,21
2023-01-04,2,1002,20
2023-01-04,2,1003,25
2023-01-04,2,1004,31
2023-01-04,2,1005,26
2023-01-04,2,1006,20
2023-01-04,2,1007,25
2023-01-04,2,1008,18
2023-01-04,2,1009,21
2023-01-04,2,1010,26
2023-01-04,2,1011,28
2023-01-04,2,1012,25
2023-01-04,2,1013,24
2023-01-04,2,1014,20
2023-01-04,2,1015,23
2023-01-04,2,1016,27
2023-01-04,2,1017,28
2023-01-04,2,1018,22
2023-01-04,2,1019,29
2023-01-04,2,1020,27
2023-01-04,3,1001,19
2023-01-04,3,1002,29
2023-01-04,3,1003,27
2023-01-04,3,1004,21
2023-01-04,3,1005,21
2023-01-04,3,1006,24
2023-01-04,3,1007,29
2023-01-04,3,1008,22
2023-01-04,3,1009,26
2023-01-04,3,1010,26
2023-01-04,3,1011,26
2023-01-04,3,1012,28
2023-01-04,3,1013,30
2023-01-04,3,1014,24
2023-01-04,3,1015,22
2023-01-04,3,1016,27
2023-01-04,3,1017,21
2023-01-04,3,1018,19
2023-01-04,3,1019,22
2023-01-04,3,1020,21
2023-01-04,4,1001,30
2023-01-04,4,1002,26
2023-01-04,4,1003,24
2023-01-04,4,1004,25
2023-01-04,4,1005,21
2023-01-04,4,1006,18
2023-01-04,4,1007,22
2023-01-04,4,1008,22
2023-01-04,4,1009,28
2023-01-04,4,1010,26
2023-01-04,4,1011,28
2023-01-04,4,1012,26
2023-01-04,4,1013,25
2023-01-04,4,1014,23
2023-01-04,4,1015,19
2023-01-04,4,1016,28
2023-01-04,4,1017,27
2023-01-04,4,1018,22
2023-01-04,4,1019,22
2023-01-04,4,1020,23
2023-01-04,5,1001,32
2023-01-04,5,1002,34
2023-01-04,5,1003,21
2023-01-04,5,1004,30
2023-01-04,5,1005,29
2023-01-04,5,1006,27
2023-01-04,5,1007,22
2023-01-04,5,1008,33
2023-01-04,5,1009,21
2023-01-04,5,1010,31
2023-01-04,5,1011,27
2023-01-04,5,1012,33
2023-01-04,5,1013,23
2023-01-04,5,1014,22
2023-01-04,5,1015,23
2023-01-04,5,1016,18
2023-01-04,5,1017,25
2023-01-04,5,1018,23
2023-01-04,5,1019,30
2023-01-04,5,1020,22
2023-01-05,1,1001,30
2023-01-05,1,1002,30
2023-01-05,1,1003,28
2023-01-05,1,1004,25
2023-01-05,1,1005,28
2023-01-05,1,1006,24
2023-01-05,1,1007,22
2023-01-05,1,1008,23
2023-01-05,1,1009,22
2023-01-05,1,1010,16
2023-01-05,1,1011,24
2023-01-05,1,1012,29
2023-01-05,1,1013,24
2023-01-05,1,1014,33
2023-01-05,1,1015,26
2023-01-05,1,1016,33
2023-01-05,1,1017,26
2023-01-05,1,1018,22
2023-01-05,1,1019,21
2023-01-05,1,1020,28
2023-01-05,2,1001,24
2023-01-05,2,1002,27
2023-01-05,2,1003,29
2023-01-05,2,1004,21
2023-01-05,2,1005,26
2023-01-05,2,1006,19
2023-01-05,2,1007,22
2023-01-05,2,1008,27
2023-01-05,2,1009,19
2023-01-05,2,1010,23
2023-01-05,2,1011,28
2023-01-05,2,1012,18
2023-01-05,2,1013,27
2023-01-05,2,1014,30
2023-01-05,2,1015,25
2023-01-05,2,1016,29
2023-01-05,2,1017,27
2023-01-05,2,1018,22
2023-01-05,2,1019,29
2023-01-05,2,1020,27
2023-01-05,3,1001,27
2023-01-05,3,1002,26
2023-01-05,3,1003,30
2023-01-05,3,1004,29
2023-01-05,3,1005,23
2023-01-05,3,1006,29
2023-01-05,3,1007,26
2023-01-05,3,1008,27
2023-01-05,3,1009,28
2023-01-05,3,1010,28
2023-01-05,3,1011,35
2023-01-05,3,1012,27
2023-01-05,3,1013,23
2023-01-05,3,1014,18
2023-01-05,3,1015,23
2023-01-05,3,1016,28
2023-01-05,3,1017,28
2023-01-05,3,1018,25
2023-01-05,3,1019,27
2023-01-05,3,1020,24
2023-01-05,4,1001,27
2023-01-05,4,1002,27
2023-01-05,4,1003,34
2023-01-05,4,1004,24
2023-01-05,4,1005,24
2023-01-05,4,1006,24
2023-01-05,4,1007,31
2023-01-05,4,1008,21
2023-01-05,4,1009,27
2023-01-05,4,1010,30
2023-01-05,4,1011,36
2023-01-05,4,1012,28
2023-01-05,4,1013,20
2023-01-05,4,1014,32
2023-01-05,4,1015,29
2023-01-05,4,1016,19
2023-01-05,4,1017,27
2023-01-05,4,1018,21
2023-01-05,4,1019,22
2023-01-05,4,1020,23
2023-01-05,5,1001,24
2023-01-05,5,1002,26
2023-01-05,5,1003,28
2023-01-05,5,1004,25
2023-01-05,5,1005,20
2023-01-05,5,1006,26
2023-01-05,5,1007,26
2023-01-05,5,1008,23
2023-01-05,5,1009,19
2023-01-05,5,1010,14
2023-01-05,5,1011,24
2023-01-05,5,1012,26
2023-01-05,5,1013,29
2023-01-05,5,1014,21
2023-01-05,5,1015,27
2023-01-05,5,1016,17
2023-01-05,5,1017,27
2023-01-05,5,1018,23
2023-01-05,5,1019,25
2023-01-05,5,1020,24
2023-01-06,1,1001,25
2023-01-06,1,1002,18
2023-01-06,1,1003,22
2023-01-06,1,1004,30
2023-01-06,1,1005,21
2023-01-06,1,1006,27
2023-01-06,1,1007,26
2023-01-06,1,1008,21
2023-01-06,1,1009,18
2023-01-06,1,1010,22
2023-01-06,1,1011,30
2023-01-06,1,1012,28
2023-01-06,1,1013,23
2023-01-06,1,1014,30
2023-01-06,1,1015,24
2023-01-06,1,1016,25
2023-01-06,1,1017,31
2023-01-06,1,1018,22
2023-01-06,1,1019,31
2023-01-06,1,1020,26
2023-01-06,2,1001,28
2023-01-06,2,1002,21
2023-01-06,2,1003,37
2023-01-06,2,1004,30
2023-01-06,2,1005,22
2023-01-06,2,1006,24
2023-01-06,2,1007,23
2023-01-06,2,1008,20
2023-01-06,2,1009,36
2023-01-06,2,1010,27
2023-01-06,2,1011,28
2023-01-06,2,1012,36
2023-01-06,2,1013,22
2023-01-06,2,1014,21
2023-01-06,2,1015,23
2023-01-06,2,1016,24
2023-01-06,2,1017,26
2023-01-06,2,1018,21
2023-01-06,2,1019,27
2023-01-06,2,1020,26
2023-01-06,3,1001,21
2023-01-06,3,1002,22
2023-01-06,3,1003,15
2023-01-06,3,1004,24
2023-01-06,3,1005,23
2023-01-06,3,1006,15
2023-01-06,3,1007,24
2023-01-06,3,1008,25
2023-01-06,3,1009,20
2023-01-06,3,1010,23
2023-01-06,3,1011,21
2023-01-06,3,1012,36
2023-01-06,3,1013,27
2023-01-06,3,1014,30
2023-01-06,3,1015,27
2023-01-06,3,1016,33
2023-01-06,3,1017,25
2023-01-06,3,1018,30
2023-01-06,3,1019,27
2023-01-06,3,1020,21
2023-01-06,4,1001,24
2023-01-06,4,1002,19
2023-01-06,4,1003,26
2023-01-06,4,1004,30
2023-01-06,4,1005,23
2023-01-06,4,1006,29
2023-01-06,4,1007,29
2023-01-06,4,1008,25
2023-01-06,4,1009,23
2023-01-06,4,1010,24
2023-01-06,4,1011,24
2023-01-06,4,1012,22
2023-01-06,4,1013,22
2023-01-06,4,1014,26
2023-01-06,4,1015,26
2023-01-06,4,1016,24
2023-01-06,4,1017,25
2023-01-06,4,1018,24
2023-01-06,4,1019,26
2023-01-06,4,1020,26
2023-01-06,5,1001,29
2023-01-06,5,1002,34
2023-01-06,5,1003,21
2023-01-06,5,1004,23
2023-01-06,5,1005,25
2023-01-06,5,1006,22
2023-01-06,5,1007,29
2023-01-06,5,1008,23
2023-01-06,5,1009,28
2023-01-06,5,1010,24
2023-01-06,5,1011,21
2023-01-06,5,1012,21
2023-01-06,5,1013,27
2023-01-06,5,1014,26
2023-01-06,5,1015,35
2023-01-06,5,1016,29
2023-01-06,5,1017,34
2023-01-06,5,1018,22
2023-01-06,5,1019,26
2023-01-06,5,1020,23
2023-01-07,1,1001,33
2023-01-07,1,1002,34
2023-01-07,1,1003,32
2023-01-07,1,1004,31
2023-01-07,1,1005,31
2023-01-07,1,1006,26
2023-01-07,1,1007,31
2023-01-07,1,1008,27
2023-01-07,1,1009,31
2023-01-07,1,1010,32
2023-01-07,1,1011,29
2023-01-07,1,1012,25
2023-01-07,1,1013,33
2023-01-07,1,1014,27
2023-01-07,1,1015,26
2023-01-07,1,1016,26
2023-01-07,1,1017,23
2023-01-07,1,1018,23
2023-01-07,1,1019,27
2023-01-07,1,1020,35
2023-01-07,2,1001,30
2023-01-07,2,1002,28
2023-01-07,2,1003,31
2023-01-07,2,1004,30
2023-01-07,2,1005,26
2023-01-07,2,1006,26
2023-01-07,2,1007,24
2023-01-07,2,1008,33
2023-01-07,2,1009,32
2023-01-07,2,1010,37
2023-01-07,2,1011,29
2023-01-07,2,1012,30
2023-01-07,2,1013,30
2023-01-07,2,1014,24
2023-01-07,2,1015,25
2023-01-07,2,1016,33
2023-01-07,2,1017,27
2023-01-07,2,1018,24
2023-01-07,2,1019,31
2023-01-07,2,1020,29
2023-01-07,3,1001,31
2023-01-07,3,1002,37
2023-01-07,3,1003,29
2023-01-07,3,1004,34
2023-01-07,3,1005,23
2023-01-07,3,1006,26
2023-01-07,3,1007,37
2023-01-07,3,1008,31
2023-01-07,3,1009,26
2023-01-07,3,1010,29
2023-01-07,3,1011,28
2023-01-07,3,1012,40
2023-01-07,3,1013,28
2023-01-07,3,1014,29
2023-01-07,3,1015,32
2023-01-07,3,1016,31
2023-01-07,3,1017,25
2023-01-07,3,1018,33
2023-01-07,3,1019,25
2023-01-07,3,1020,28
2023-01-07,4,1001,32
2023-01-07,4,1002,34
2023-01-07,4,1003,28
2023-01-07,4,1004,30
2023-01-07,4,1005,29
2023-01-07,4,1006,28
2023-01-07,4,1007,34
2023-01-07,4,1008,33
2023-01-07,4,1009,29
2023-01-07,4,1010,33
2023-01-07,4,1011,30
2023-01-07,4,1012,40
2023-01-07,4,1013,24
2023-01-07,4,1014,29
2023-01-07,4,1015,24
2023-01-07,4,1016,25
2023-01-07,4,1017,33
2023-01-07,4,1018,28
2023-01-07,4,1019,29
2023-01-07,4,1020,34
2023-01-07,5,1001,32
2023-01-07,5,1002,27
2023-01-07,5,1003,29
2023-01-07,5,1004,32
2023-01-07,5,1005,23
2023-01-07,5,1006,25
2023-01-07,5,1007,30
2023-01-07,5,1008,20
2023-01-07,5,1009,33
2023-01-07,5,1010,23
2023-01-07,5,1011,39
2023-01-07,5,1012,28
2023-01-07,5,1013,28
2023-01-07,5,1014,32
2023-01-07,5,1015,26
2023-01-07,5,1016,32
2023-01-07,5,1017,27
2023-01-07,5,1018,27
2023-01-07,5,1019,31
2023-01-07,5,1020,26
2023-01-08,1,1001,31
2023-01-08,1,1002,32
2023-01-08,1,1003,34
2023-01-08,1,1004,31
2023-01-08,1,1005,34
2023-01-08,1,1006,25
2023-01-08,1,1007,37
2023-01-08,1,1008,28
2023-01-08,1,1009,29
2023-01-08,1,1010,38
2023-01-08,1,1011,25
2023-01-08,1,1012,27
2023-01-08,1,1013,37
2023-01-08,1,1014,33
2023-01-08,1,1015,34
2023-01-08,1,1016,33
2023-01-08,1,1017,26
2023-01-08,1,1018,21
2023-01-08,1,1019,25
2023-01-08,1,1020,34
2023-01-08,2,1001,30
2023-01-08,2,1002,33
2023-01-08,2,1003,31
2023-01-08,2,1004,27
2023-01-08,2,1005,32
2023-01-08,2,1006,25
2023-01-08,2,1007,24
2023-01-08,2,1008,34
2023-01-08,2,1009,31
2023-01-08,2,1010,31
2023-01-08,2,1011,28
2023-01-08,2,1012,31
2023-01-08,2,1013,33
2023-01-08,2,1014,33
2023-01-08,2,1015,39
2023-01-08,2,1016,28
2023-01-08,2,1017,28
2023-01-08,2,1018,29
2023-01-08,2,1019,35
2023-01-08,2,1020,29
2023-01-08,3,1001,32
2023-01-08,3,1002,31
2023-01-08,3,1003,34
2023-01-08,3,1004,31
2023-01-08,3,1005,32
2023-01-08,3,1006,31
2023-01-08,3,1007,31
2023-01-08,3,1008,32
2023-01-08,3,1009,27
2023-01-08,3,1010,30
2023-01-08,3,1011,22
2023-01-08,3,1012,34
2023-01-08,3,1013,29
2023-01-08,3,1014,28
2023-01-08,3,1015,24
2023-01-08,3,1016,31
2023-01-08,3,1017,32
2023-01-08,3,1018,32
2023-01-08,3,1019,24
2023-01-08,3,1020,34
2023-01-08,4,1001,31
2023-01-08,4,1002,26
2023-01-08,4,1003,28
2023-01-08,4,1004,27
2023-01-08,4,1005,27
2023-01-08,4,1006,26
2023-01-08,4,1007,29
2023-01-08,4,1008,25
2023-01-08,4,1009,33
2023-01-08,4,1010,29
2023-01-08,4,1011,33
2023-01-08,4,1012,31
2023-01-08,4,1013,33
2023-01-08,4,1014,39
2023-01-08,4,1015,22
2023-01-08,4,1016,27
2023-01-08,4,1017,36
2023-01-08,4,1018,27
2023-01-08,4,1019,29
2023-01-08,4,1020,23
2023-01-08,5,1001,19
2023-01-08,5,1002,36
2023-01-08,5,1003,30
2023-01-08,5,1004,28
2023-01-08,5,1005,40
2023-01-08,5,1006,37
2023-01-08,5,1007,29
2023-01-08,5,1008,27
2023-01-08,5,1009,26
2023-01-08,5,1010,31
2023-01-08,5,1011,24
2023-01-08,5,1012,26
2023-01-08,5,1013,35
2023-01-08,5,1014,30
2023-01-08,5,1015,23
2023-01-08,5,1016,30
2023-01-08,5,1017,29
2023-01-08,5,1018,26
2023-01-08,5,1019,29
2023-01-08,5,1020,32
2023-01-09,1,1001,17
2023-01-09,1,1002,29
2023-01-09,1,1003,21
2023-01-09,1,1004,20
2023-01-09,1,1005,28
2023-01-09,1,1006,22
2023-01-09,1,1007,25
2023-01-09,1,1008,25
2023-01-09,1,1009,19
2023-01-09,1,1010,29
2023-01-09,1,1011,21
2023-01-09,1,1012,22
2023-01-09,1,1013,26
2023-01-09,1,1014,29
2023-01-09,1,1015,31
2023-01-09,1,1016,20
2023-01-09,1,1017,29
2023-01-09,1,1018,20
2023-01-09,1,1019,27
2023-01-09,1,1020,24
2023-01-09,2,1001,29
2023-01-09,2,1002,36
2023-01-09,2,1003,27
2023-01-09,2,1004,30
2023-01-09,2,1005,20
2023-01-09,2,1006,26
2023-01-09,2,1007,21
2023-01-09,2,1008,29
2023-01-09,2,1009,27
2023-01-09,2,1010,25
2023-01-09,2,1011,24
2023-01-09,2,1012,25
2023-01-09,2,1013,23
2023-01-09,2,1014,19
2023-01-09,2,1015,20
2023-01-09,2,1016,24
2023-01-09,2,1017,27
2023-01-09,2,1018,23
2023-01-09,2,1019,27
2023-01-09,2,1020,27
2023-01-09,3,1001,27
2023-01-09,3,1002,21
2023-01-09,3,1003,22
2023-01-09,3,1004,22
2023-01-09,3,1005,27
2023-01-09,3,1006,23
2023-01-09,3,1007,29
2023-01-09,3,1008,27
2023-01-09,3,1009,19
2023-01-09,3,1010,24
2023-01-09,3,1011,25
2023-01-09,3,1012,39
2023-01-09,3,1013,24
2023-01-09,3,1014,22
2023-01-09,3,1015,28
2023-01-09,3,1016,29
2023-01-09,3,1017,30
2023-01-09,3,1018,27
2023-01-09,3,1019,19
2023-01-09,3,1020,23
2023-01-09,4,1001,22
2023-01-09,4,1002,28
2023-01-09,4,1003,27
2023-01-09,4,1004,31
2023-01-09,4,1005,18
2023-01-09,4,1006,29
2023-01-09,4,1007,30
2023-01-09,4,1008,26
2023-01-09,4,1009,27
2023-01-09,4,1010,30
2023-01-09,4,1011,25
2023-01-09,4,1012,23
2023-01-09,4,1013,28
2023-01-09,4,1014,31
2023-01-09,4,1015,26
2023-01-09,4,1016,26
2023-01-09,4,1017,22
2023-01-09,4,1018,19
2023-01-09,4,1019,25
2023-01-09,4,1020,34
2023-01-09,5,1001,28
2023-01-09,5,1002,27
2023-01-09,5,1003,22
2023-01-09,5,1004,25
2023-01-09,5,1005,20
2023-01-09,5,1006,37
2023-01-09,5,1007,25
2023-01-09,5,1008,26
2023-01-09,5,1009,21
2023-01-09,5,1010,21
2023-01-09,5,1011,19
2023-01-09,5,1012,29
2023-01-09,5,1013,25
2023-01-09,5,1014,32
2023-01-09,5,1015,19
2023-01-09,5,1016,19
2023-01-09,5,1017,25
2023-01-09,5,1018,25
2023-01-09,5,1019,22
2023-01-09,5,1020,24
2023-01-10,1,1001,31
2023-01-10,1,1002,26
2023-01-10,1,1003,29
2023-01-10,1,1004,27
2023-01-10,1,1005,22
2023-01-10,1,1006,26
2023-01-10,1,1007,19
2023-01-10,1,1008,24
2023-01-10,1,1009,20
2023-01-10,1,1010,28
2023-01-10,1,1011,18
2023-01-10,1,1012,33
2023-01-10,1,1013,27
2023-01-10,1,1014,26
2023-01-10,1,1015,26
2023-01-10,1,1016,28
2023-01-10,1,1017,31
2023-01-10,1,1018,25
2023-01-10,1,1019,22
2023-01-10,1,1020,26
2023-01-10,2,1001,20
2023-01-10,2,1002,23
2023-01-10,2,1003,27
2023-01-10,2,1004,27
2023-01-10,2,1005,23
2023-01-10,2,1006,24
2023-01-10,2,1007,31
2023-01-10,2,1008,23
2023-01-10,2,1009,23
2023-01-10,2,1010,27
2023-01-10,2,1011,23
2023-01-10,2,1012,24
2023-01-10,2,1013,31
2023-01-10,2,1014,20
2023-01-10,2,1015,27
2023-01-10,2,1016,23
2023-01-10,2,1017,24
2023-01-10,2,1018,27
2023-01-10,2,1019,23
2023-01-10,2,1020,27
2023-01-10,3,1001,25
2023-01-10,3,1002,24
2023-01-10,3,1003,20
2023-01-10,3,1004,28
2023-01-10,3,1005,23
2023-01-10,3,1006,26
2023-01-10,3,1007,35
2023-01-10,3,1008,24
2023-01-10,3,1009,25
2023-01-10,3,1010,26
2023-01-10,3,1011,24
2023-01-10,3,1012,22
2023-01-10,3,1013,17
2023-01-10,3,1014,26
2023-01-10,3,1015,26
2023-01-10,3,1016,24
2023-01-10,3,1017,25
2023-01-10,3,1018,26
2023-01-10,3,1019,26
2023-01-10,3,1020,24
2023-01-10,4,1001,25
2023-01-10,4,1002,31
2023-01-10,4,1003,25
2023-01-10,4,1004,20
2023-01-10,4,1005,20
2023-01-10,4,1006,33
2023-01-10,4,1007,25
2023-01-10,4,1008,26
2023-01-10,4,1009,22
2023-01-10,4,1010,28
2023-01-10,4,1011,25
2023-01-10,4,1012,26
2023-01-10,4,1013,29
2023-01-10,4,1014,21
2023-01-10,4,1015,30
2023-01-10,4,1016,24
2023-01-10,4,1017,27
2023-01-10,4,1018,27
2023-01-10,4,1019,22
2023-01-10,4,1020,29
2023-01-10,5,1001,27
2023-01-10,5,1002,22
2023-01-10,5,1003,28
2023-01-10,5,1004,28
2023-01-10,5,1005,27
2023-01-10,5,1006,30
2023-01-10,5,1007,19
2023-01-10,5,1008,18
2023-01-10,5,1009,24
2023-01-10,5,1010,23
2023-01-10,5,1011,25
2023-01-10,5,1012,18
2023-01-10,5,1013,16
2023-01-10,5,1014,24
2023-01-10,5,1015,22
2023-01-10,5,1016,24
2023-01-10,5,1017,23
